number,job,medium,beats covered,gender,local or foreign,freelance,type of death,suspected source of fire,impunity,taken captive,tortured,threatened
1297,"Broadcast Reporter, Camera Operator",Internet,"Human Rights, War",Male,Local,No,Crossfire,Military Officials,,,,
1298,Broadcast Reporter,Television,"Politics, War",Male,Local,No,Crossfire,Military Officials,,,,
1299,"Broadcast Reporter, Camera Operator",Internet,"Human Rights, Politics, War",Male,Local,Yes,Crossfire,Military Officials,,,,
1300,"Editor, Print Reporter",Print,"Corruption, Human Rights, War",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,Yes
1301,Print Reporter,Print,"Corruption, Crime",Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,No
1302,Camera Operator,Television,War,Male,Local,No,Crossfire,Political Group,,,,
1303,"Broadcast Reporter, Editor",Radio,"Human Rights, Politics",Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,Yes
1304,Editor,Print,"Human Rights, Politics, War",Male,Local,No,Crossfire,Military Officials,,,,
1305,Camera Operator,Television,Politics,Male,Local,No,Dangerous Assignment,Military Officials,,,,
1306,Internet Reporter,Internet,War,Male,Foreign,No,Crossfire,Unknown Fire,,,,
1307,Photographer,Print,Politics,Male,Local,No,Dangerous Assignment,Political Group,,,,
1308,Producer,"Print, Radio, Internet","Culture, Human Rights, Politics, War",Male,Local,Yes,Crossfire,Political Group,,,,
1309,Broadcast Reporter,Internet,War,Male,Foreign,No,Murder,Political Group,Complete Impunity,No,No,Yes
1310,"Camera Operator, Internet Reporter",Internet,"Human Rights, Politics, War",Male,Local,No,Crossfire,Unknown Fire,,,,
1311,Photographer,Print,Human Rights,Female,Foreign,Yes,Murder,Government Officials,Complete Impunity,Yes,Yes,No
1312,Camera Operator,Television,War,Male,Local,No,Crossfire,Military Officials,,,,
1313,Camera Operator,Television,,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
1314,"Editor, Internet Reporter",Internet,"Business, Culture, Human Rights, Politics",Male,Local,Yes,Dangerous Assignment,Government Officials,,,,
1315,,Radio,"Human Rights, Politics",Female,Local,No,Murder,Local Residents,Complete Impunity,No,No,Yes
1316,Print Reporter,Print,"Human Rights, Politics",Male,Local,Yes,Murder,Political Group,Complete Impunity,No,No,No
1317,Editor,Print,Business,Male,Local,No,Murder,Local Residents,Complete Impunity,No,No,No
1318,Broadcast Reporter,Radio,Corruption,Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,Yes
1319,Print Reporter,Print,War,Male,Foreign,No,Crossfire,Military Officials,,,,
1320,Print Reporter,Print,"Corruption, Politics",Male,Local,No,Murder,Political Group,Complete Impunity,No,No,Yes
1321,Print Reporter,Print,"Corruption, Crime",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,No
1322,Camera Operator,Television,"Human Rights, Politics, War",Male,Local,No,Dangerous Assignment,Political Group,,,,
1323,Print Reporter,Print,"Business, Culture",Male,Local,No,Murder,Paramilitary Group,Complete Impunity,No,No,No
